post_key,content_type,item,slug,platform,text,hashtags,image,posted,posted_at_riyadh,buffer_post_id,buffer_channel_id,post_url,notes
travel::vietnam::x,travel,فيتنام,vietnam,X,"زبدة فيتنام: طبيعة مذهلة بأسعار رخيصة جداً. فيتنام وجهة جديدة للسعوديين، وخليج هالونج من عجائب الطبيعة.

٥-٧ أيام، تأشيرة إلكترونية. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #فيتنام,travel/images/x_1600x900/vietnam.png,true,2026-06-12T22:37:36+03:00,6a2c5ffc28ce56702c0fa9b5,67364f29da2e3cb64c611c48,https://x.com/1840051188676399104/status/2065518900247167153,Posted via Buffer shareNow; status sent.
travel::istanbul::instagram,travel,إسطنبول,istanbul,Instagram,"صراحة، إسطنبول مو وجهة تمشيها بعشوائية.

الزبدة: مدينة بين قارتين وحضارتين. إسطنبول وجهة مفضلة للسعوديين — أسواق وطعام وتاريخ وأسعار معقولة. البوسفور والمساجد العثمانية تخطف.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #إسطنبول,travel/images/instagram_1080x1350/istanbul.png,false,,,,,
travel::istanbul::tiktok,travel,إسطنبول,istanbul,TikTok,"إسطنبول في بالك؟ خذ الزبدة قبل لا تتوه.

آيا صوفيا، جامع السلطان أحمد.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #إسطنبول,travel/images/tiktok_1080x1920/istanbul.png,false,,,,,
travel::istanbul::x,travel,إسطنبول,istanbul,X,"زبدة إسطنبول: مدينة بين قارتين وحضارتين. إسطنبول وجهة مفضلة للسعوديين — أسواق وطعام وتاريخ وأسعار معقولة. البوسفور والمساجد العثمانية تخطف.

3-4 أيام، بدون تأشيرة. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #إسطنبول,travel/images/x_1600x900/istanbul.png,false,,,,,
travel::london::instagram,travel,لندن,london,Instagram,"صراحة، لندن مو وجهة تمشيها بعشوائية.

الزبدة: أفضل وجهة أوروبية للمسافر المسلم. لندن عندها كل شي — تاريخ.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #لندن,travel/images/instagram_1080x1350/london.png,false,,,,,
travel::london::tiktok,travel,لندن,london,TikTok,"لندن في بالك؟ خذ الزبدة قبل لا تتوه.

برج لندن، إطلالة بانورامية على المدينة.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #لندن,travel/images/tiktok_1080x1920/london.png,false,,,,,
travel::london::x,travel,لندن,london,X,"زبدة لندن: أفضل وجهة أوروبية للمسافر المسلم. لندن عندها كل شي — تاريخ.

5-7 أيام، تصريح دخول إلكتروني (ETA). خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #لندن,travel/images/x_1600x900/london.png,false,,,,,
travel::paris::instagram,travel,باريس,paris,Instagram,"صراحة، باريس مو وجهة تمشيها بعشوائية.

الزبدة: مدينة النور والجمال. باريس حلم كل مسافر.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #باريس,travel/images/instagram_1080x1350/paris.png,false,,,,,
travel::paris::tiktok,travel,باريس,paris,TikTok,"باريس في بالك؟ خذ الزبدة قبل لا تتوه.

برج إيفل، أشهر متحف في العالم.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #باريس,travel/images/tiktok_1080x1920/paris.png,false,,,,,
travel::paris::x,travel,باريس,paris,X,"زبدة باريس: مدينة النور والجمال. باريس حلم كل مسافر.

5-7 أيام، تأشيرة شنغن. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #باريس,travel/images/x_1600x900/paris.png,false,,,,,
travel::phuket::instagram,travel,بوكيت,phuket,Instagram,"صراحة، بوكيت مو وجهة تمشيها بعشوائية.

الزبدة: جنة استوائية بأسعار معقولة. بوكيت أفضل وجهة شاطئية للسعوديين في جنوب شرق آسيا — شواطئ فيروزية.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #بوكيت,travel/images/instagram_1080x1350/phuket.png,false,,,,,
travel::phuket::tiktok,travel,بوكيت,phuket,TikTok,"بوكيت في بالك؟ خذ الزبدة قبل لا تتوه.

رحلة يوم كامل • غوص وسنوركل، خليج فانغ نا.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #بوكيت,travel/images/tiktok_1080x1920/phuket.png,false,,,,,
travel::phuket::x,travel,بوكيت,phuket,X,"زبدة بوكيت: جنة استوائية بأسعار معقولة. بوكيت أفضل وجهة شاطئية للسعوديين في جنوب شرق آسيا — شواطئ فيروزية.

5-7 أيام، بدون تأشيرة. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #بوكيت,travel/images/x_1600x900/phuket.png,false,,,,,
travel::abha::instagram,travel,أبها,abha,Instagram,"صراحة، أبها مو وجهة تمشيها بعشوائية.

الزبدة: ملاذ الجبال وبرودة الصيف. أبها هي المهرب من حر الصيف السعودي.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #أبها,travel/images/instagram_1080x1350/abha.png,false,,,,,
travel::abha::tiktok,travel,أبها,abha,TikTok,"أبها في بالك؟ خذ الزبدة قبل لا تتوه.

أعلى قمة في السعودية، منتزه السودة.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #أبها,travel/images/tiktok_1080x1920/abha.png,false,,,,,
travel::abha::x,travel,أبها,abha,X,"زبدة أبها: ملاذ الجبال وبرودة الصيف. أبها هي المهرب من حر الصيف السعودي.

3-4 أيام، بدون تأشيرة. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #أبها,travel/images/x_1600x900/abha.png,false,,,,,
travel::cairo::instagram,travel,القاهرة,cairo,Instagram,"صراحة، القاهرة مو وجهة تمشيها بعشوائية.

الزبدة: القاهرة وجهة مميزة تجمع بين تاريخ و ثقافة و أهرامات و حلال.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #القاهرة,travel/images/instagram_1080x1350/cairo.png,false,,,,,
travel::cairo::tiktok,travel,القاهرة,cairo,TikTok,"القاهرة في بالك؟ خذ الزبدة قبل لا تتوه.

الأهرامات وأبو الهول، أكبر متحف أثري في العالم.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #القاهرة,travel/images/tiktok_1080x1920/cairo.png,false,,,,,
travel::cairo::x,travel,القاهرة,cairo,X,"زبدة القاهرة: القاهرة وجهة مميزة تجمع بين تاريخ و ثقافة و أهرامات و حلال.

3-4 أيام، تأشيرة عند الوصول. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #القاهرة,travel/images/x_1600x900/cairo.png,false,,,,,
travel::rome::instagram,travel,روما,rome,Instagram,"صراحة، روما مو وجهة تمشيها بعشوائية.

الزبدة: المدينة الخالدة بتاريخ 3000 سنة. روما مدينة مذهلة.

نعطيك الخطة، التنقل، الحلال، ووش يستاهل وقتك. جرّبها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #روما,travel/images/instagram_1080x1350/rome.png,false,,,,,
travel::rome::tiktok,travel,روما,rome,TikTok,"روما في بالك؟ خذ الزبدة قبل لا تتوه.

الكولوسيوم، أصغر دولة في العالم.

خططها بهدوء على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #روما,travel/images/tiktok_1080x1920/rome.png,false,,,,,
travel::rome::x,travel,روما,rome,X,"زبدة روما: المدينة الخالدة بتاريخ 3000 سنة. روما مدينة مذهلة.

5-7 أيام، تأشيرة شنغن. خططها على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #روما,travel/images/x_1600x900/rome.png,false,,,,,
travel::tokyo::instagram,travel,طوكيو,tokyo,Instagram,"طوكيو مو رحلة عادية.

الزبدة: مدينة فيها تكنولوجيا، ثقافة، أكل وتجربة ما تشبه أي مكان. لكن للمسافر السعودي، الحلال واللغة يحتاجون تخطيط قبل ما توصل.

خلّ زبدة تختصر لك وش يستاهل وقتك على app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #طوكيو,travel/images/instagram_1080x1350/tokyo.png,true,2026-06-13T17:49:28+03:00,6a2d6ded768f4d60d56d9a30,6a23e0dec687a22dd4680c8d,,Posted via Buffer shareNow; status sent. Public URL pending final fetch.
travel::tokyo::tiktok,travel,طوكيو,tokyo,TikTok,"طوكيو في بالك؟

الزبدة: تكنولوجيا، ثقافة، ومعابد عمرها ألف سنة. بس الحلال واللغة يبغون تخطيط.

ابدأ من app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #طوكيو,travel/images/tiktok_1080x1920/tokyo.png,true,2026-06-13T17:52:23+03:00,6a2d6e3ce1196234c341463f,67365353da2e3cb64c9ccb65,https://tiktok.com/@alzbdh0/video/7650892415372479760,Posted via Buffer shareNow; status sent.
travel::tokyo::x,travel,طوكيو,tokyo,X,"زبدة طوكيو: عالم مختلف تماماً. تكنولوجيا متقدمة جنب معابد عمرها ألف سنة.

الميزانية فاخرة، والتأشيرة إلكترونية. التحدي الأكبر؟ الحلال واللغة، بس التجربة تستاهل التخطيط.

app.alzbdh.com",#زبدة #صراحة #يستاهل #زبدة_السفر #رحلات_الصيف #طوكيو,travel/images/x_1600x900/tokyo.png,true,2026-06-13T17:48:39+03:00,6a2d6dc39017a527dd65399a,67364f29da2e3cb64c611c48,,Posted via Buffer shareNow; status sent. Public URL pending final fetch.
